empid,name,salary,salary_date
48,Maria Lopez,93251.97,2025-01-09
49,Cameron Wilson,85031.47,2024-12-29
50,Adam Parker,55259.61,2024-11-23
51,Paul Vasquez,118096.72,2025-03-08
52,Adam Smith,74821.46,2025-07-10
53,Jeffrey Cook,31338.83,2025-08-12
54,Brittney Johnson,39799.23,2025-05-02
55,Danielle Owens,48092.72,2025-03-25
56,Tyler Norton,98159.57,2025-02-17
57,Alan Saunders,141396.59,2024-12-28
58,Danielle Blankenship,97682.52,2025-01-10
59,Tammy Cunningham,94749.54,2025-06-15
60,Daniel Francis,71280.52,2025-04-22
61,Carlos Gardner,100126.82,2025-06-04
62,Mitchell Sloan,67886.32,2025-07-13
63,Edward Weber,56839.1,2025-02-10
64,Gabriel Lucero,40439.45,2025-03-12
65,Charles Gonzalez,70046.56,2024-12-07
66,Cheryl Campbell,115282.84,2024-10-30
67,Tanya Lee,113111.67,2025-02-13
68,Angela Whitehead,58594.13,2025-01-08
69,Hannah Blanchard DDS,89004.01,2025-03-28
70,Christopher Molina,67645.35,2025-06-20
71,David Davidson,93102.87,2025-01-21
72,Travis Steele,97916.98,2024-11-25
73,Robert Jones,50979.62,2025-03-11
74,George Foley,56819.1,2025-03-15
75,Denise Spencer,60462.35,2025-02-15
76,Caitlin Zhang,69455.18,2025-02-11
77,Andrew Simpson,145998.66,2024-10-29
78,John Bell,81816.6,2025-04-16
79,Jodi Evans,66861.14,2025-08-16
80,Jessica Key,45032.12,2025-07-17
81,Richard Alexander,137037.08,2025-07-21
82,Terry Arnold,67321.75,2025-05-01
83,Ashley Collins,53262.15,2025-05-11
84,John Cummings,95278.79,2025-06-18
85,Melissa Weber,30082.44,2024-10-12
86,Sandra Aguilar,132503.36,2024-11-21
87,Cassandra Edwards,33847.64,2025-03-17
88,Elizabeth Villarreal,74219.21,2025-02-13
89,Mathew Mcdonald,96400.74,2024-10-12
90,Rachel Sandoval,142998.23,2025-07-20
91,Ashley Miller,32688.86,2024-12-04
92,Sarah Murray,146023.2,2024-12-25
93,Desiree Mcneil,118185.77,2025-02-24
94,Cindy Wells,53516.28,2024-11-03
95,Christopher Carter,117188.66,2025-05-17
96,Andrea Sanchez,61804.33,2024-12-17
97,Michele Rios,102107.06,2024-11-07
98,Elizabeth Newman,125788.3,2024-11-15
99,Mark Olson,30350.25,2024-10-23
100,Bethany Freeman,43925.09,2025-02-18
101,Mr. Casey Fernandez,57422.4,2025-03-04
102,Lauren Moss,131922.54,2025-05-22
103,Michael Warren,136052.71,2025-02-26
104,Theresa Griffin,70506.09,2025-06-06
105,Betty Alvarado,100376.15,2025-07-15
106,Joseph Bell,50252.99,2025-08-02
107,Jason Soto,118573.04,2025-03-12
108,Toni Robertson,138068.67,2024-12-24
109,Casey Bush,62349.24,2024-10-21
110,Mark Barrett,72738.9,2025-01-20
111,David Jordan,55948.62,2025-06-06
112,Lance Arnold,136765.95,2025-02-05
113,Mary Weaver,106832.47,2025-03-26
114,Timothy Nichols,35117.59,2025-08-03
115,Bianca Allen,114046.82,2024-12-13
116,Pamela Campbell,117914.29,2025-03-24
117,Wanda Bell,57665.06,2025-08-11
118,Erica White,46990.88,2024-10-14
119,Linda Olson,84253.92,2025-02-25
120,Pamela Brady,39084.04,2024-10-22
121,Curtis Thomas,44013.41,2025-08-03
122,Michelle Thompson,119129.31,2025-05-16
123,Steve West,113477.14,2025-04-15
124,Anthony Walton,60611.05,2024-11-07
125,James Wright,53794.66,2025-03-03
126,Misty Valdez DVM,39099.3,2025-06-23
127,Lisa Holland,37281.2,2025-09-16
128,Misty Price,50213.94,2025-07-29
129,Mark Kerr,76831.62,2025-07-08
130,David Morton,64412.07,2025-08-17
131,Theresa Rodriguez,81894.87,2024-12-22
132,Brian Herrera,63486.35,2024-10-23
133,Jared Solomon,66556.85,2025-02-01
134,Nicole Shields,38908.76,2025-04-07
135,Jason Anderson,64684.41,2024-11-22
136,Jessica Jones,108779.95,2025-03-06
137,Jeffrey Wilson,51010.47,2025-04-30
138,Taylor Nelson,95137.58,2025-07-09
139,Jorge Chen,62756.78,2025-02-26
140,Curtis Jordan,101857.66,2024-11-07
141,Jeffrey Lewis,149697.29,2025-05-14
142,Tracey Williams,109496.33,2025-09-14
143,Shannon Benitez,45477.27,2025-04-22
144,Phillip Beasley,109607.47,2025-07-30
145,Larry Carter,84548.82,2025-07-19
146,Vincent Gates,75059.38,2025-07-07
147,John Lopez,135714.32,2025-02-03
148,Joanna Henderson,83036.81,2025-09-19
149,Crystal Brown,112573.63,2025-01-01
150,Cheryl Weber,96583.9,2025-05-25
151,Paul Valdez,34036.6,2025-06-27
152,Jamie Bishop,66812.51,2025-05-27
153,Carol Mcgee,62280.95,2025-01-18
154,Erica Middleton,147529.29,2025-07-24
155,Brian Russell,100252.63,2025-02-01
156,Emma Wright,42247.38,2024-11-25
157,Laura Vasquez,106281.15,2025-06-18
158,Cathy Kaiser,44643.65,2024-12-08
159,Rachel Gonzalez,44920.56,2025-06-03
160,Lisa Stuart,119634.95,2025-01-16
161,George Santos,42991.91,2025-01-28
162,Christopher Larson,73526.39,2025-01-30
163,Tammy Wilson,135154.5,2025-07-14
164,Patrick Edwards,139788.82,2025-03-30
165,Jessica Moyer,101769.1,2024-12-14
166,James Smith,65727.66,2025-01-28
167,Darlene Garcia,59524.87,2025-04-10
168,Bruce Cooper,57528.15,2025-03-17
169,Rachel Allen,95393.23,2025-02-02
170,Robert Wells,55517.71,2025-05-26
171,Lori Miles,92234.39,2025-09-29
172,Jeffrey Hughes,101550.0,2024-12-09
173,Lisa Watson,32411.31,2025-02-06
174,Adam Keith,82324.89,2025-03-29
175,Jose Dixon,97999.83,2024-10-26
176,Sharon Mcclure,77590.39,2024-10-13
177,Becky Ramirez,138748.45,2025-02-24
178,Dr. Carly Davis,93804.19,2025-02-09
179,Lori Long,40757.18,2025-04-19
180,George Carter,103404.22,2025-06-02
181,Mr. Christopher Fitzgerald,91478.24,2024-11-24
182,Belinda French,143896.85,2025-06-20
183,Chad Rivera,52807.15,2025-09-10
184,Brianna Moreno,145696.9,2025-03-22
185,David Villa,139481.77,2025-01-26
186,Karen Chapman,49040.1,2025-01-11
187,Christina Singh,119678.28,2025-10-06
188,Frederick Cruz,135272.61,2025-01-17
189,Courtney Woods,118712.01,2025-02-04
190,Douglas Cobb,63117.15,2025-06-12
191,Stephanie Glover,93802.97,2025-06-24
192,Amber Wilson,145892.44,2025-09-09
193,Jean Williams,93478.11,2025-05-09
194,Ian Good,67226.56,2025-07-21
195,Alisha Beltran,127011.23,2025-07-22
196,Christopher Smith,33187.75,2025-06-23
197,Brenda Snyder,48018.57,2025-06-08
198,Sean Brooks,66774.37,2025-01-06
199,Marissa Campbell,67597.86,2025-06-14
200,Benjamin Perry,124230.37,2025-07-22
201,Adrian Robertson,75606.59,2025-01-30
202,Jason Bauer,143979.36,2025-08-24
203,Bobby Rodriguez,96998.03,2025-03-07
204,James Stewart,37517.84,2024-11-12
205,Devin Schroeder,42412.29,2025-02-20
206,Carol Smith,32826.96,2024-12-13
207,Karen Weber,77040.38,2025-03-28
208,Kristina Mora,124233.43,2025-02-06
209,Ryan Estrada,58670.25,2025-09-26
210,Holly Fischer,82122.83,2025-03-12
211,Douglas Holt,101132.27,2025-06-24
212,Charles Guzman,66865.77,2025-03-06
213,Mark Allen,80719.29,2025-01-28
214,Angela Evans,117721.2,2025-01-23
215,Ian Castillo PhD,62099.12,2024-11-24
216,Randy Aguirre,63258.86,2025-07-03
217,Kelly Lopez,50621.39,2025-03-05
218,Karen Clark,90222.91,2024-11-21
219,Jessica Robbins,79706.69,2025-06-18
220,Omar Patterson,121844.53,2025-08-10
221,Sarah Alexander,124486.35,2025-02-22
222,Alejandro Montgomery,132608.38,2025-05-11
223,Beth Little,39567.63,2025-02-25
224,Cory Holland,132470.73,2025-09-30
225,Misty Gregory,109181.01,2025-09-01
226,Elizabeth Erickson,30668.5,2025-03-21
227,Jason Barrett,63263.47,2024-11-23
228,Amanda Fletcher,88889.53,2025-02-04
229,Anthony Myers,30577.2,2025-05-28
230,Betty Aguilar,33245.71,2025-10-05
231,Mary Smith,106095.2,2024-10-12
232,Jesse Taylor,62576.47,2025-08-31
233,Monica Townsend DDS,54862.45,2025-06-23
234,Gabriel Hernandez,57995.47,2025-08-27
235,Jennifer Fernandez,129720.27,2025-07-08
236,Mrs. Kelly Nunez MD,100308.03,2025-01-21
237,Michael Wright,53932.25,2025-07-16
238,Kevin Chan,49595.63,2025-02-18
239,Troy Taylor,111844.8,2025-10-09
240,Jennifer Anderson,46977.94,2025-02-14
241,Maria Goodwin,73056.77,2025-10-01
242,Donald Hernandez,36408.9,2025-04-17
243,Jacob Oliver,86253.55,2025-09-26
244,Adam Cortez,55130.27,2025-02-10
245,Michael Johnson,77005.35,2025-02-04
246,Catherine Smith,73281.49,2024-11-20
247,Jason Jackson,35494.85,2025-08-31
248,Kevin Jenkins,60331.22,2024-12-30
249,Douglas Kemp,80998.91,2025-06-03
250,Lori Olson,120857.12,2024-10-24
251,Matthew Flores,110817.74,2025-08-08
252,Michael Lynch,134116.46,2025-05-07
253,Cynthia Rios,100964.72,2025-02-24
254,Michael Jordan,31024.57,2024-12-26
255,Zachary Wood,142088.93,2025-09-07
256,Timothy Garcia,83876.41,2025-04-18
257,William Smith,120572.69,2025-05-04
258,Frank Williams DDS,100894.59,2025-02-10
259,Lisa Fisher,51281.23,2025-06-11
260,Dean Mcfarland,114492.47,2025-05-05
261,Ana Hanson,81824.38,2024-12-14
262,Alexis Jenkins,142530.76,2025-07-14
263,Edwin Potter,120550.27,2025-10-08
264,Mary Sweeney,140527.21,2025-04-16
265,Barbara Ford,90064.85,2025-02-20
266,Patty Garcia,35237.9,2025-08-20
267,Victoria Bernard,76696.8,2025-03-07
268,Tracy Hurley,116254.37,2024-12-07
269,Robert Robinson,102576.65,2024-10-30
270,Tina Perez,76465.22,2025-06-15
271,Maria Allen,67634.89,2024-11-24
272,Elizabeth Sutton,127725.34,2025-06-10
273,Benjamin Gutierrez,98690.76,2024-10-26
274,Nicole Taylor,66195.23,2024-11-27
275,Leah Martinez,117297.73,2025-01-27
276,Michael Khan,55299.94,2025-04-07
277,Tiffany Solomon,96987.58,2024-12-27
278,Julie Rodriguez,61609.75,2024-12-09
279,Sara David,128376.57,2024-12-07
280,Bryan Hebert,89210.94,2025-08-09
281,Jeffery Baker,33938.6,2025-03-31
282,Brandi Hines,112762.71,2025-03-22
283,Kayla Boone,131474.73,2025-02-13
284,Ryan Cohen,59956.89,2025-02-28
285,Nicole Griffin,116827.57,2025-10-11
286,Gina Jennings,81877.34,2025-08-04
287,Brittany Reed,111620.88,2025-02-09
288,Michael Golden,41789.74,2025-03-11
289,Joe Miller,35367.25,2025-08-19
290,Stephanie Riley,96301.38,2025-01-02
291,Christopher Kirk,143099.36,2024-11-18
292,Samantha Morrison,71717.12,2025-06-30
293,Carlos Andrade,60450.63,2025-02-04
294,Charles Parker,127822.17,2025-06-16
295,Gina Haley,116405.67,2025-05-27
296,Dwayne Mccormick,38886.15,2025-03-18
297,Michael Haley,86225.55,2025-03-20
298,Tyler Benitez,43137.57,2025-04-04
299,Shelley Washington,32710.14,2025-07-13
300,Kristi Hughes,54973.18,2025-01-04
301,Allen Ryan,129411.42,2025-04-30
302,Jason Luna,66446.39,2025-06-20
303,Jessica Jacobs,137894.42,2024-10-26
304,Melissa Carter,94485.13,2025-02-09
305,Jennifer Miles,55226.23,2025-07-11
306,Linda Roberts,128723.76,2025-06-05
307,Gregory Foster,144555.53,2024-12-27
308,David Henry,147022.72,2025-06-03
309,Michael Jackson,141996.02,2025-02-20
310,Melissa Smith,130973.14,2025-05-18
311,Marilyn Carlson,134252.29,2025-08-26
312,Stacy Hernandez,97184.09,2024-11-04
313,Kathleen Gordon,122142.72,2025-05-21
314,Christine White,47794.68,2024-10-20
315,Breanna Caldwell,71288.24,2025-02-22
316,Kathy Weiss,127062.97,2025-10-06
317,Zachary Thompson,33080.81,2024-12-02
318,Glenn Ferrell,33223.76,2024-12-11
319,Tim Peterson,61972.49,2025-09-18
320,Joseph Ward,67511.55,2025-10-12
321,Samantha Carter,73838.35,2025-02-20
322,Theresa Brewer,138913.67,2025-08-06
323,Ronald Simpson,67227.24,2025-06-16
324,Ronald Hawkins,31359.51,2025-06-06
325,Joshua Monroe,87882.38,2025-02-20
326,Oscar Moore,79118.69,2025-03-01
327,Anthony Taylor,128888.56,2025-03-19
328,Shelby Peterson MD,73671.53,2025-02-25
329,Mark Hunter,111541.39,2025-08-07
330,Latoya Hammond,95596.3,2025-07-23
331,Haley Bean,135203.85,2025-01-06
332,Laura Barajas,68983.92,2025-05-06
333,Patrick Santiago,141132.18,2025-10-06
334,Ryan Smith,94805.73,2025-04-16
335,Nicholas Tanner,131958.14,2025-04-15
336,Tamara Caldwell,137977.16,2025-01-28
337,Lori Compton,125803.72,2025-08-10
338,Sean Ortiz,64367.4,2024-11-06
339,David Castillo,94502.1,2024-12-17
340,Theresa Duran,45847.22,2025-04-07
341,Chelsea Smith,69429.48,2025-09-14
342,Robert Roberts,52612.83,2025-01-04
343,Dawn Stone,77616.61,2025-02-01
344,Daniel Jones,70738.34,2025-01-07
345,Travis Williams,41453.26,2025-09-15
346,Richard Woodard,112590.68,2024-11-21
347,Clinton Hughes,51431.02,2025-06-30
348,Scott Smith,88907.65,2025-07-29
349,Jerry Young,72379.91,2025-05-15
350,Dr. David Davis,44492.45,2025-07-04
351,Christina Armstrong,42501.43,2025-09-19
352,Jessica Patterson,82146.59,2025-03-21
353,Eric Garcia,133415.92,2024-10-13
354,Roy Adams,119032.97,2025-04-16
355,Phillip Brown,72794.34,2025-09-29
356,Jessica Park,30501.78,2025-06-24
357,Mary Sanchez,31150.38,2024-11-06
358,Denise Wise,37192.84,2024-12-30
359,Carolyn Gomez,108277.59,2024-11-18
360,Jason Sutton,119893.08,2025-04-11
361,Juan Jones,44925.94,2025-07-24
362,Charles Morgan,145165.36,2025-02-20
363,Stephanie Guzman,33736.79,2025-02-07
364,Tracy Beasley,57956.29,2025-07-12
365,Juan Barnes,93073.21,2025-01-29
366,Diana Jackson,64237.35,2025-01-28
367,Donna Fox,139260.21,2025-07-18
368,Loretta Stevens,100842.64,2025-03-17
369,Corey Schwartz,61886.41,2024-11-21
370,Alexandra Davis,118146.33,2024-12-01
371,Jamie Velazquez,148048.17,2025-02-06
372,Shane Davis,62740.61,2025-07-16
373,Zachary Phillips,134246.45,2025-03-07
374,Richard Sanders,40154.83,2025-03-28
375,Gina Manning,134906.44,2025-07-20
376,Randall Fernandez,141831.62,2025-09-25
377,William Torres,140656.18,2025-03-20
378,Sean Anderson,46895.18,2025-02-20
379,Kurt Cruz,119145.66,2025-09-07
380,Tammy Mcgee,57445.53,2024-10-23
381,Heidi Oconnor,75509.47,2025-09-08
382,Amy Manning,62342.89,2024-10-29
383,Sandra Acosta,120283.6,2024-11-09
384,Eric Mcdonald,146812.2,2025-10-11
385,Mrs. Pamela Joseph,42833.53,2024-10-18
386,Brian Johnson,84715.74,2025-02-20
387,Thomas Kirk,75987.02,2025-05-20
388,Sheryl Thornton,62551.82,2025-04-20
389,Shannon Erickson,62628.26,2025-08-23
390,James Owens,144355.87,2025-03-02
391,Heather Ball,101369.45,2025-08-09
392,Vicki Ryan,102849.17,2024-11-28
393,Todd Harris,33528.7,2024-12-25
394,Mark Sutton,128517.62,2025-02-26
395,Robert Sloan,46371.89,2025-03-10
396,Amber Hunt,84859.82,2025-07-06
397,Richard Bailey,122007.58,2025-08-09
398,Peter Trevino,134966.19,2024-11-22
399,Gary Figueroa,53561.18,2025-04-30
400,Joseph Brooks,72141.47,2025-06-16
401,Sherri Thomas,51654.54,2025-07-17
402,Kara Cruz,38189.77,2025-03-12
403,Donna Washington,148431.65,2025-01-23
404,Sandy Tapia,120141.01,2025-10-04
405,Amanda Brown PhD,137940.1,2025-04-20
406,Scott Morris,133188.18,2025-06-29
407,Phillip Evans,45903.26,2024-12-05
408,Paul Lee,72084.04,2024-12-13
409,Stacey Pierce,99595.71,2025-03-28
410,Nicole Huff,54996.39,2025-04-08
411,Tracy Saunders,133476.78,2025-09-09
412,Theresa Howe,48346.94,2025-02-11
413,Lisa Davis,113095.25,2025-01-27
414,Richard Williams,72172.34,2025-07-24
415,Taylor Berry,84669.15,2025-06-22
416,Danny Hamilton,67122.6,2025-07-18
417,Zoe Skinner,141009.22,2025-04-19
418,Marissa Wiggins,112568.38,2025-04-29
419,Sally Alexander,136822.59,2025-08-24
420,Tara Williams,147701.74,2025-05-07
421,Robert Santiago,78397.33,2025-07-26
422,Valerie Vance,42950.95,2025-06-08
423,Evan Tucker,41145.49,2025-01-03
424,Katie Hurley,105506.75,2024-12-29
425,Mary Daugherty MD,108909.76,2025-06-07
426,Gina Dominguez,98560.7,2024-11-02
427,Andrea Riley,53027.79,2025-05-17
428,Juan Brady,103084.83,2025-05-10
429,Travis Barnes,106360.82,2025-09-25
430,Melissa Johnson,125352.01,2025-06-25
431,Vincent Graves,120984.79,2025-03-14
432,Ashley Thomas,91313.08,2025-06-25
433,David Griffith,87555.46,2024-10-13
434,Thomas Long,110134.46,2025-10-07
435,Paula Daniels,64276.19,2024-11-08
436,Sally Brown,31631.89,2024-11-09
437,Jennifer Garcia,57656.47,2025-03-05
438,Kristi Becker,136602.59,2024-11-03
439,Molly Beasley,132133.72,2024-10-27
440,Jordan Garcia,136988.23,2025-10-02
441,Grace Wilkinson,120319.89,2025-02-11
442,Darrell Thompson,91602.9,2025-06-05
443,Shannon Owens,105139.12,2024-12-21
444,Veronica Perez,62791.09,2025-09-02
445,Holly Price,74605.89,2025-10-08
446,Samantha English,81750.22,2025-07-27
447,Kimberly Lowe,128867.06,2025-08-16
448,Angela Zuniga,70493.03,2024-11-08
449,Jim Lopez,140773.3,2024-10-16
450,Benjamin Morse,96976.5,2025-09-20
451,Charles Bryant,74148.89,2025-09-24
452,Michelle Mitchell,149541.38,2025-07-08
453,Robin Waller,148981.6,2025-01-19
454,Emma Roberts,124617.54,2025-10-01
455,Kenneth Jones,42401.4,2025-09-10
456,Kelly Hawkins,125691.93,2025-07-03
457,Craig Nichols,30347.73,2025-05-12
458,Katherine Burnett,147884.74,2025-01-17
459,Karen Little,73091.82,2025-09-13
460,Lawrence Jenkins,145479.98,2025-03-26
461,Nicole Davenport,64354.24,2025-05-06
462,Mark Ochoa,53458.75,2025-08-07
463,Angela Serrano,55948.29,2025-07-09
464,Howard Williams,100113.48,2025-06-25
465,Kristy Nunez,131588.61,2024-12-03
466,Bill Brown,130293.86,2025-09-20
467,Edward Caldwell,93893.48,2025-07-02
468,Bryan Perez,32494.46,2025-06-11
469,Donald Clements,134862.28,2025-09-14
470,Megan Turner,71317.49,2025-02-21
471,Rachel Clarke,64991.5,2025-02-18
472,Mrs. Heather Gonzalez,137294.31,2025-03-22
473,Ellen Walter,139356.22,2025-07-12
474,Brandon Rivera,136597.93,2025-09-01
475,Deanna Wilson,45955.68,2025-01-22
476,Jennifer Adams,49570.91,2025-09-16
477,Colleen Mcdaniel,82088.04,2025-04-21
478,Steve Howard,70070.96,2025-02-07
479,Elizabeth Wade,81145.31,2025-07-30
480,Cindy King,60530.0,2025-07-26
481,Robert Mitchell,130599.76,2024-12-23
482,Johnny Hall,53663.3,2025-02-23
483,James Hale,44746.88,2025-03-27
484,Stephanie Rasmussen,100360.85,2025-08-24
485,Jackie Brooks,75670.57,2024-11-20
486,Melvin Delgado,83771.05,2025-03-15
487,Anita Parker,93046.06,2025-07-30
488,Jennifer Carlson PhD,34639.41,2024-11-23
489,Eric Rodriguez,32735.32,2024-12-07
490,Cindy Sanders,90726.04,2025-09-14
491,Cynthia Garcia,135749.24,2024-11-20
492,Valerie Willis,110136.82,2025-07-30
493,Melinda Finley,54064.92,2025-01-31
494,Patty Liu,145949.28,2025-04-16
495,Gerald Jones,85741.17,2025-08-23
496,Phillip Garrett,86870.03,2025-03-02
497,Timothy Schaefer,117925.41,2025-05-27
498,William Howe,129917.44,2025-05-22
499,Timothy Scott,55830.8,2025-04-20
500,Daniel Thompson,89127.13,2024-10-23
501,David Lee,144640.54,2024-11-05
502,Sharon Williamson,47550.15,2025-09-16
503,Roy Mann,104767.94,2024-11-01
504,Casey Browning,83285.78,2025-03-25
505,Brittany Adams,57757.78,2025-05-01
506,Andrea Lewis,82751.12,2024-12-07
507,Joanne Sanchez,43551.78,2025-05-22
508,Kelly Mitchell,134706.96,2025-08-01
509,Melanie Sweeney,113102.97,2025-02-20
510,Deanna Jackson,100151.28,2025-07-17
511,Shawn French,43504.84,2025-05-04
512,Zoe Rice,121388.17,2025-09-25
513,Jimmy Contreras,122114.17,2025-03-28
514,Juan Gibson,141790.97,2025-07-12
515,Angela Mckinney,126239.19,2025-09-17
516,Michael Barnett,56206.74,2025-06-02
517,Erin Chavez,102019.1,2025-08-03
518,David Manning,48967.13,2025-09-17
519,Arthur Morton,76940.52,2025-08-12
520,Jacob Watkins,107097.81,2025-06-10
521,Mathew Herrera,72920.85,2025-01-27
522,Nichole Macias,113665.46,2025-08-10
523,Jessica Bradford,78256.39,2025-03-17
524,Cory Cabrera,33678.93,2025-08-03
525,Jeffrey Townsend,33552.28,2025-03-02
526,Tony Solomon,140948.55,2025-06-30
527,Matthew Franco,148550.04,2025-03-14
528,Larry Harmon,143403.57,2025-05-02
529,Michael Mitchell,88908.37,2025-07-11
530,Kelly Herrera,123820.74,2025-02-01
531,Tracy Mcclure,124611.18,2024-11-08
532,Laura Pham,112656.05,2025-07-16
533,Deborah Mitchell,125054.36,2025-02-08
534,Mitchell Alvarado,93762.23,2024-11-25
535,George Hubbard,143719.72,2025-01-30
536,Matthew Vaughn,77273.95,2025-02-15
537,Molly Burgess,76507.83,2025-08-11
538,Melinda Brady,115962.09,2024-11-12
539,Mary Williams,95182.88,2025-04-13
540,Amber Callahan,92678.76,2024-11-11
541,Kayla Davis,98174.36,2025-08-09
542,Steven Gray,123862.36,2025-10-02
543,Sabrina Roberts,62827.63,2025-05-13
544,Heather Black,79486.59,2025-01-27
545,Mrs. Donna Franklin,110715.48,2025-02-07
546,Robert Perez,130330.14,2025-06-02
547,Laura Ferguson,68007.73,2025-02-21
548,Billy Fry,101815.1,2025-05-23
549,Joshua Fitzgerald,64145.01,2024-10-21
550,Norma Mitchell,138650.75,2025-01-28
551,Emily Clark,49650.78,2025-09-29
552,Charlene Medina,128820.38,2024-11-03
553,Michael Martinez,59480.82,2025-10-03
554,Joseph Powell,62819.63,2025-10-08
555,Jessica Russell,105703.42,2024-12-07
556,John Norris,84939.12,2025-05-03
557,Debra Martin,61373.78,2025-03-19
558,Daniel Anderson,59651.76,2025-04-25
559,Christopher Morgan,40199.68,2024-12-27
560,Jason Castro,137116.55,2025-09-13
561,Margaret Reed MD,145183.47,2025-01-09
562,Shawn Cooper,37748.76,2024-11-19
563,Elizabeth Shaffer,33467.1,2025-07-24
564,Nicole Ruiz,135805.32,2025-10-08
565,Mike Alvarado,34045.36,2025-08-22
566,Gregory Jackson,56069.19,2025-06-15
567,James Bernard,79240.66,2024-12-24
568,Meagan Caldwell MD,142639.59,2025-02-11
569,Wendy Sharp,140956.15,2024-12-19
570,Melissa Scott,109223.59,2025-07-22
571,Brittany Jones,149192.56,2025-07-21
572,Lori Nichols,37431.25,2025-04-28
573,Raven Rogers,95755.02,2025-10-01
574,Lynn Ramirez,87135.25,2025-07-18
575,Amber Roy MD,80170.75,2024-12-10
576,Joseph Calderon,64684.63,2025-08-17
577,Tina Martinez,123642.0,2025-03-22
578,Leslie Hart,52520.86,2025-09-06
579,Allen Liu,106714.19,2024-10-21
580,Ronald Torres,104866.21,2025-03-03
581,Heather Dudley,111940.37,2025-04-20
582,Robyn Mendoza,42686.02,2025-02-03
583,Michelle Blake,93209.5,2025-03-14
584,Tracy Huber,60822.62,2025-02-13
585,Rebecca Smith,113845.2,2025-07-04
586,Heidi Bullock,56936.93,2025-09-18
587,Christopher Anderson,133819.09,2024-11-12
588,Stacey Scott,64966.45,2025-03-26
589,Tony Williams,109447.99,2025-09-13
590,Glenn Day,40335.26,2025-10-04
591,Rachel Reed,89242.95,2025-02-28
592,Renee Pratt,40090.63,2025-08-20
593,Patrick Davis,46840.58,2025-06-18
594,Lynn Payne,120399.45,2025-07-02
595,Scott Lee,64840.28,2025-07-25
596,Robert Thornton,121972.22,2024-12-30
597,Erica Weber,144908.84,2025-08-21
598,Juan Davis,138982.83,2024-12-25
599,Krystal Anderson,67060.83,2025-03-05
600,Christina Walker,104091.99,2025-03-16
601,Robert Ford,131261.34,2025-07-28
602,Elizabeth Abbott,31601.56,2025-03-31
603,Mr. Philip Rosales,111903.9,2025-08-22
604,Dr. David Cobb,118010.88,2025-03-21
605,Morgan Hahn,141093.57,2025-04-12
606,David Martin,85583.18,2025-07-26
607,Laura Rogers,32546.86,2024-12-26
608,Brandon Johns,70999.63,2025-01-10
609,Michael White,97365.98,2025-08-17
610,Alex Hall,108000.07,2025-05-25
611,Alexander Larson,102681.58,2025-01-09
612,Jacqueline Clark,97575.32,2025-06-22
613,Elizabeth Spencer,38225.88,2025-02-19
614,Betty Turner,101527.31,2025-09-18
615,Samuel Hall,112512.63,2024-12-02
616,Amy Hardy,67495.61,2024-11-09
617,Lisa Johnson,113736.37,2025-01-03
618,Amy Knight,75050.2,2025-05-28
619,John Rowe,108168.43,2025-04-01
620,Jeffrey Kline,128343.81,2025-05-26
621,Brian Sanchez,34765.51,2025-03-29
622,James Myers,143890.81,2025-07-29
